House: Gryffindor | action: give | 1 points | Given by: mczolly | Reason:  | Sun Jan 27 09:30:17 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Vector got a PB in Ys: memories of celceta (5 for PB) | Fri Aug  2 15:00:49 2019 
House: Gryffindor | action: remove | 5 points | Given by: mczolly | Reason: Cat's LEGO HP PB got invalidated | Fri Aug  2 18:54:10 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in HP2 any% | Sun Aug  4 18:02:54 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Maxim PB in LEGO HP1 co-op (5 for first run divided by 2 because co-op) | Sun Aug  4 18:05:51 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Marc PB in HP1 glitchless (5 for PB + 1 for the length) | Sun Aug  4 18:06:24 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Maxim WR in LEGO HP1 co-op (5 for PB + 5 for WR divided by 2 because co-op) | Sun Aug  4 18:06:35 2019 
House: Slytherin | action: add | 10 points | Given by: Emphus | Reason: Flo Wr in HP2 any% (5 for PB + 5 for WR) | Mon Aug  5 19:53:52 2019 
House: Gryffindor | action: add | 6 points | Given by: Emphus | Reason: AJ PB in HP7.2 any% (5 for first run + 1 for the length) | Mon Aug  5 19:55:30 2019 
House: Gryffindor | action: add | 6 points | Given by: Emphus | Reason: AJ PB in HP7.2 any% ng+ (5 for first run + 1 for the length) | Mon Aug  5 19:55:47 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Marc PB in HP1 glitchless (5 for PB + 1 for length) | Mon Aug  5 21:56:40 2019 
House: Slytherin | action: add | 8 points | Given by: Emphus | Reason: Myelin PB in HP4 hundo (5 for PB + 3 for length) | Mon Aug  5 21:57:25 2019 
House: Hufflepuff | action: remove | 1 points | Given by: mczolly | Reason:  | Mon Aug  5 22:29:05 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Nickie PB in HP7.2 any% (5 for PB + 1 for the length) | Wed Aug  7 20:56:32 2019 
House: Gryffindor | action: add | 6 points | Given by: Emphus | Reason: Flo Wr in HP1 glichless (0 for PB, because no advancement on the leaderboard + 5 for WR + 1 for the length) | Wed Aug  7 20:58:14 2019 
House: Gryffindor | action: remove | 6 points | Given by: Emphus | Reason: Flo obviously not Gryffindor | Wed Aug  7 21:01:29 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: but Slytherin | Wed Aug  7 21:01:36 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Maxim PB in LEGO HP1 freeplay (2 for first run) | Thu Aug  8 08:03:47 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Flo Wr in HP1 100% (0 for PB, because no advancement on the leaderboard + 5 for WR + 1 for the length) | Thu Aug  8 17:09:51 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Maxim PB in LEGO HP3 (5 for first run) | Thu Aug  8 20:28:25 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Maxim PB in LEGO HP2 freeplay, original, solo (2 for first run) | Fri Aug  9 15:27:08 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Maxim PB in LEGO HP3 freeplay, original, solo (2 for first run) | Fri Aug  9 15:27:35 2019 
House: Gryffindor | action: add | 5 points | Given by: Emphus | Reason: Cat got a PB in LEGO hp1 story mode - original - solo (5 for first run) | Fri Aug  9 21:22:56 2019 
House: Gryffindor | action: add | 5 points | Given by: Emphus | Reason: Cat got a PB in LEGO hp1 story mode - original - solo (5 for PB) | Fri Aug  9 21:23:12 2019 
House: Ravenclaw | action: add | 10 points | Given by: Emphus | Reason: Maxim WR in Rock of Ages 2 100% (5 for first run + 2 for WR + 3 for the length) | Sat Aug 10 11:20:46 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Maxim PB in HP1 glichless (5 for PB + 1 for the length) | Sat Aug 10 12:39:49 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Liam WR in HP3 100% (0 for PB, because no advance + 5 for WR + 1 for the length) | Tue Aug 13 08:23:51 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Daim PB in HP2 glichless (5 for first run) | Wed Aug 14 16:48:05 2019 
House: Hufflepuff | action: add | 5 points | Given by: Emphus | Reason: Fragus PB in HP2 glichless (5 for PB) | Wed Aug 14 16:48:49 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in HP2 warpless (5 for first run) | Thu Aug 15 13:11:59 2019 
House: Gryffindor | action: add | 6 points | Given by: Emphus | Reason: Cat PB in HP7.2 any% (5 for first run + 1 for the length) | Thu Aug 15 13:39:48 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Daim PB in HP2 glichless (5 for PB) | Fri Aug 16 15:22:59 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Nickie PB in HP2 cutscene% (5 for first run + 1 for the length) | Fri Aug 16 17:57:56 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickit PB in Shrek 2 (5 for first run) | Sat Aug 17 00:10:32 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Marc PB in Hp3 any% (5 for PB) | Sat Aug 17 20:22:24 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Pookie PB in HP2 any% | Sat Aug 17 22:54:22 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Pookie PB in HP2 warpless (first run) | Sat Aug 17 22:54:49 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in Shreak2 any% glichless | Sun Aug 18 18:48:33 2019 
House: Slytherin | action: add | 2 points | Given by: Emphus | Reason: Myelin significant improve of time as 2nd place | Sun Aug 18 18:50:50 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Daim PB in HP2 glichless | Mon Aug 19 14:57:42 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Liam WR in HP2 warpless (no advancement, but 5 for WR) | Wed Aug 21 07:49:10 2019 
House: Ravenclaw | action: add | 11 points | Given by: Emphus | Reason: Liam WR in HP2 AWC (5 for PB + 5 for WR + 1 for the length) | Wed Aug 21 07:49:58 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Liam PB in HP1 100% (5 for PB + 1 for the length) | Wed Aug 21 07:50:38 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Pookie PB in HP2 warpless | Wed Aug 21 07:51:18 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Myelin PB in HP2 AWC (5 for first run + 1 for the length) | Wed Aug 21 07:51:55 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Myelin PB in HP2 warpless (5 for first run) | Wed Aug 21 07:52:34 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in HP2 glitchless | Wed Aug 21 07:53:26 2019 
House: Gryffindor | action: add | 5 points | Given by: Emphus | Reason: Cat PB in HP2 warpless (5 for first run) | Wed Aug 21 13:38:31 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Nickie PB in Cars glitchless cpmpact (5 for first run + 1 for the length) | Wed Aug 21 13:39:17 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Nickie PB in Cars glitchless compact (5 for PB + 1 for the length) | Thu Aug 22 08:38:37 2019 
House: Ravenclaw | action: add | 14 points | Given by: Emphus | Reason: Marc Wr in HP5 100% (5 for Pb + 5 for WR + 4 for the length) | Thu Aug 22 19:19:08 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Before the previous, Marc PM in HP5 100% (2 for significant time improvent as 2nd + 4 for the length) | Thu Aug 22 19:21:02 2019 
House: Hufflepuff | action: add | 2 points | Given by: Emphus | Reason: Zolly PB in QGBA Beat Hogwarts | Thu Aug 22 20:08:36 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Maxim co-op WR in HP4 any% (5 for first run + 3 for WR + 1 for the length, divided by 3) | Fri Aug 23 19:41:50 2019 
House: Gryffindor | action: add | 3 points | Given by: Emphus | Reason: Cat co-op WR in HP4 any% (5 for first run + 3 for WR + 1 for the length, divided by 3) | Fri Aug 23 20:03:54 2019 
House: Ravenclaw | action: remove | 3 points | Given by: Emphus | Reason: I fucked up, its not even close to WR | Fri Aug 23 20:06:58 2019 
House: Gryffindor | action: remove | 3 points | Given by: Emphus | Reason: I fucked up, its not even close to WR | Fri Aug 23 20:07:01 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Maxim 3-co-op PB in HP4 any% (5 for first run + 1 for the length divided by 3) | Fri Aug 23 20:07:59 2019 
House: Gryffindor | action: add | 2 points | Given by: Emphus | Reason: Cat 3-co-op PB in HP4 any% (5 for first run + 1 for the length divided by 3) | Fri Aug 23 20:08:05 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in shrek 2 any% glitchless | Fri Aug 23 21:05:50 2019 
House: Gryffindor | action: add | 14 points | Given by: Emphus | Reason: Cat WR in HP6 100% (5 for Pb + 5 for WR + 4 for the length) | Sat Aug 24 09:08:09 2019 
House: Gryffindor | action: add | 2 points | Given by: Emphus | Reason: Cat 3-co-op PB in HP4 any% (5 for PB + 1 for the length divided by 3) | Sun Aug 25 10:13:38 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: MAxim 3-co-op PB in HP4 any% (5 for PB + 1 for the length divided by 3) | Sun Aug 25 10:13:45 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in HP2 any% | Sun Aug 25 10:14:52 2019 
House: Gryffindor | action: add | 5 points | Given by: Emphus | Reason: AJ PB in HP2 any% (5 for first run) | Sun Aug 25 13:30:00 2019 
House: Gryffindor | action: add | 9 points | Given by: Emphus | Reason: Cat WR in HP6 any% (0 for PB + 5 for WR + 4 for the length) | Mon Aug 26 16:09:03 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Maxim PB in HP4 any% (5 for PB + 1 for the length) | Tue Aug 27 09:14:18 2019 
House: Gryffindor | action: remove | 2 points | Given by: Emphus | Reason: Correction: I messed up, Cat should have got 2 points for length instead of 4, because the WR is 2h 21m 33s. | Tue Aug 27 16:54:20 2019 
House: Ravenclaw | action: add | 7 points | Given by: Emphus | Reason: Marc WR in HP5 any% (0 for PB + 5 for WR + 2 for the length) | Wed Aug 28 09:26:00 2019 
House: Ravenclaw | action: add | 7 points | Given by: Emphus | Reason: Marc WR in HP5 any% (0 for PB + 5 for WR + 2 for the length) | Wed Aug 28 09:26:08 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Nickie PB in HP2 any% | Thu Aug 29 18:07:03 2019 
House: Gryffindor | action: add | 6 points | Given by: Emphus | Reason: Cat PB in Sout Park any% current patch (5 for first run + 1 for the length) | Thu Aug 29 18:07:52 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Liam WR in HP3 any% (0 for PB + 5 for WR) | Fri Sep  6 07:22:26 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Daim PB in HP2 glitchless | Fri Sep  6 15:44:55 2019 
House: Gryffindor | action: add | 5 points | Given by: Emphus | Reason: Flo WR in HP1 any% (0 for PB + 5 for WR) | Sun Sep  8 13:48:13 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Max co-op WR in LEGO HP1 replay story, original, co-op (2 for PB + 2 for WR divided to two) | Sun Sep  8 13:56:07 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Maxim WR in LEGO HP1 story-original-co-op (0 for PB + 3 for WR divided by 2) | Mon Sep  9 11:35:42 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Myelin PB in HP3 GBA any% (5 for first run + 1 for the length) | Mon Sep  9 11:36:32 2019 
House: Ravenclaw | action: add | 4 points | Given by: Emphus | Reason: Liam WR in HP2 100% (0 for PB + 3 for WR + 1 for the length) | Tue Sep 10 15:31:44 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Liam WR in HP2 100% (0 for PB + 5 for WR + 1 for the length) | Tue Sep 10 15:32:34 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Daim PB in HP3 any% (5 for first run) | Tue Sep 10 15:33:19 2019 
House: Gryffindor | action: remove | 5 points | Given by: Emphus | Reason: Flo is not Gryffindor (correction for 8th of September) | Wed Sep 11 15:59:09 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Flo is Slytherin (correction for 8th of September) | Wed Sep 11 15:59:19 2019 
House: Gryffindor | action: add | 3 points | Given by: Emphus | Reason: Cat co-op LEGO HP1 story-original (5 for first run, divided by 2) | Wed Sep 11 16:00:54 2019 
House: Gryffindor | action: add | 4 points | Given by: Emphus | Reason: Cat WR in South Park: The Stick of Truth (2 for first run + 2 for WR) | Wed Sep 11 16:02:00 2019 
House: Gryffindor | action: add | 3 points | Given by: Emphus | Reason: Cat co-op WR in LEGO HP1 replay story-original (2 for first run+3 for WR, divided by 2) | Wed Sep 11 17:40:31 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Myelin PB in Spelunky HD | Thu Sep 12 16:57:30 2019 
House: Slytherin | action: add | 2 points | Given by: Emphus | Reason: Myelin PB in Spelunky HD - Max Hell% | Sat Sep 14 19:59:40 2019 
House: Ravenclaw | action: add | 10 points | Given by: Emphus | Reason: Liam WR in HP2 any% (5 for PB + 5 for WR) | Sun Sep 15 10:46:03 2019 
House: Gryffindor | action: add | 7 points | Given by: Emphus | Reason: Cat WR in HP6 any% (0 for PB + 5 for WR + 2 for the length) | Sun Sep 15 13:53:09 2019 
House: Slytherin | action: add | 7 points | Given by: Emphus | Reason: Nickie PB in The Godfather PC any% (5 for first run + 2 for the length) | Mon Sep 16 17:34:33 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Liam WR in HP3 all req. (0 for PB + 5 for WR + 1 for the length) | Mon Sep 16 17:35:11 2019 
House: Ravenclaw | action: add | 7 points | Given by: Emphus | Reason: Liam PB in HP6 any% (5 for PB + 2 for the length) | Mon Sep 16 17:35:50 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Liam PB in HP2 any%120FPS | Tue Sep 17 17:24:39 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Liam PB in HP7.1 any% (5 for PB + 1 for the length) | Wed Sep 18 20:59:25 2019 
House: Slytherin | action: add | 8 points | Given by: Emphus | Reason: Nickie PB in The Godfather (5 for PB + 3 for the length) | Wed Sep 18 21:01:50 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Daim PB in HP3 any% | Fri Sep 20 20:53:19 2019 
House: Gryffindor | action: add | 7 points | Given by: mczolly | Reason: Cat WR in HP6 any% (0 for PB + 5 for WR + 2 for the length) | Sat Sep 21 14:16:54 2019 
House: Slytherin | action: add | 7 points | Given by: Emphus | Reason: Nickie PB in The Godfather - 30FPs PC any% (5 for PB + 2 for the length) | Tue Sep 24 11:49:54 2019 
House: Gryffindor | action: add | 6 points | Given by: Emphus | Reason: Cat WR in HP6 all crests (0 for PB + 3 for WR + 3 for the length) | Tue Sep 24 11:52:54 2019 
House: Slytherin | action: add | 7 points | Given by: Emphus | Reason: Nickie WR in The Godfather: midtown% 30 FPS PC (5 for PB + 2 for WR) | Tue Sep 24 14:03:04 2019 
House: Slytherin | action: add | 11 points | Given by: Emphus | Reason: Myelin WR in HP3 gba 100% (5 for PB + 2 for WR + 4 for the length) | Tue Sep 24 14:59:22 2019 
House: Slytherin | action: add | 2 points | Given by: Emphus | Reason: Nickie PB in The Godfather brooklyn% (2 for first run) | Tue Sep 24 22:12:18 2019 
House: Slytherin | action: add | 7 points | Given by: Emphus | Reason: Nickie PB in The Godfather: PC 30FPs any% (5 for PB + 2 for the length) | Mon Sep 30 19:17:38 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Complex PB in HP7.1 100% (1 for improving 3rd position time significantly + 1 for the length) | Fri Oct  4 16:22:55 2019 
House: Slytherin | action: add | 7 points | Given by: Emphus | Reason: Nickie PB in The Godfather PC any% (5 for PB + 2 for the length) | Sun Oct  6 19:19:52 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Beaver WR in HP2 100% (0 for PB + 5 for WR + 1 for the length) | Sun Oct  6 19:20:48 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Beaver WR in HP3 any% (0 for PB + 5 for WR) | Sun Oct  6 19:21:29 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Myelin WR in HP3 gba 100% (0 for PB + 3 for WR + 2 for the length) | Mon Oct  7 08:33:10 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Beaver WR in HP3 any% (0 for PB + 5 for WR) | Wed Oct  9 13:57:27 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Beaver PB in HP1 100% (5 for PB + 1 for the length) | Sat Oct 12 09:29:07 2019 
House: Gryffindor | action: add | 7 points | Given by: Emphus | Reason: AJ PB in HP6 any% (5 for PB + 2 for the length) | Mon Oct 14 22:31:43 2019 
House: Gryffindor | action: add | 5 points | Given by: Emphus | Reason: AJ PB in HP2 any% | Mon Oct 14 22:32:21 2019 
House: Gryffindor | action: add | 7 points | Given by: Emphus | Reason: Cat PB in HP4 100% (5 for first run + 2 for the length) | Fri Nov  8 04:19:30 2019 
House: Ravenclaw | action: add | 6 points | Given by: Emphus | Reason: Morpha WR in HP7.2 any% (5 for WR + 1 for the length) | Mon Nov 11 18:07:48 2019 
House: Slytherin | action: add | 7 points | Given by: Emphus | Reason: Myelin PB in HP trifecta (5 for PB + 2 for the length) | Mon Nov 11 18:10:06 2019 
House: Gryffindor | action: add | 7 points | Given by: Emphus | Reason: Cat PB in HP4 100% (5 for PB + 2 for the length) | Mon Nov 11 18:10:41 2019 
House: Gryffindor | action: add | 9 points | Given by: Emphus | Reason: Cat WR in HP6 100% (0 for PB, because no advancement + 5 for WR + 4 for the length) | Mon Nov 11 18:11:30 2019 
House: Ravenclaw | action: add | 14 points | Given by: Emphus | Reason: Marc WR in HP5 100% (5 for PB + 5 for WR + 4 for the length) | Thu Nov 21 00:07:46 2019 
House: Ravenclaw | action: add | 8 points | Given by: Emphus | Reason: Marc WR in HP5 100% (0 for PB + 5 for WR + 3 for the length) | Thu Nov 21 00:08:14 2019 
House: Slytherin | action: add | 9 points | Given by: Emphus | Reason: Myelin WR in HP7.1 Nintendo DS 100% (5 for first run + 2 for WR + 2 for the length) | Sat Nov 23 16:54:13 2019 
House: Slytherin | action: add | 4 points | Given by: Emphus | Reason: Myelin WR in HP7.1 Nintendo DS 100% (0 for PB + 3 for WR + 1 for the length) | Mon Nov 25 17:11:09 2019 
House: Slytherin | action: add | 6 points | Given by: Emphus | Reason: Myelin PB in HP7.1 Nintendo DS any% (5 for first run + 1 for the length) | Mon Nov 25 17:12:01 2019 
House: Slytherin | action: add | 3 points | Given by: Emphus | Reason: Myelin PB in HP7.1 Nintendo DS any% (0 for PB + 2 for significantly improved 2nd position + 1 for the length) | Mon Nov 25 17:13:07 2019 
House: Slytherin | action: remove | 6 points | Given by: Emphus | Reason: The first run was not true. | Mon Nov 25 17:13:39 2019 
House: Slytherin | action: add | 3 points | Given by: Emphus | Reason: Myelin PB in HP7.1 Nintendo DS any% (0 for PB + 2 for significantly improved 2nd position + 1 for the length) | Mon Nov 25 17:13:48 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Morpha PB in LEGO HP1 (2 for significant improvement 2nd place) | Mon Dec  9 08:46:41 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Morpha WR in LEGO HP1 (0 for PB + 3 for WR) | Mon Dec  9 08:47:14 2019 
House: Ravenclaw | action: add | 8 points | Given by: Emphus | Reason: Morpha WR in LEGO HP1 (5 for PB + 3 for WR) | Mon Dec  9 19:00:17 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Morpha WR in LEGO HP1 (0 for PB + 3 for WR) | Wed Dec 11 14:40:02 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Morpha WR in LEGO HP1 (0 for PB + 3 for WR) | Wed Dec 11 14:40:18 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Morpha WR in LEGO HP1 co-op (5 for PB + 5 for WR, dicided by 2, because co-op) | Mon Dec 16 17:10:52 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Myelin PB in Celeste any% (5 for first run) | Fri Dec 20 10:33:42 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Marc PB in HP2 any% (5 for first run) | Fri Dec 20 10:34:40 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Marc PB in HP2 any% (5 for PB) | Fri Dec 20 10:34:51 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Marc PB in HP2 any% | Fri Dec 20 22:22:21 2019 
House: Ravenclaw | action: add | 5 points | Given by: Emphus | Reason: Marc PB in HP2 any% | Sun Dec 22 18:11:21 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Morpha co-op WR in LEGO HP (3 for WR + 3 for the length, divided by 2 becuase co-op) | Mon Dec 23 10:16:30 2019 
House: Ravenclaw | action: add | 3 points | Given by: Emphus | Reason: Morpha co-op WR in LEGO HP1 (5 for WR divided by 2 becuase co-op) | Mon Dec 23 10:16:42 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Morpha co-op WR in LEGO HP1 (3 for WR divided by 2 becuase co-op) | Mon Dec 23 10:17:15 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Morpha co-op WR in LEGO HP3 (3 for WR divided by 2 becuase co-op) | Mon Dec 23 10:17:42 2019 
House: Ravenclaw | action: add | 2 points | Given by: Emphus | Reason: Morpha co-op WR in LEGO HP4 (3 for WR divided by 2 becuase co-op) | Mon Dec 23 10:18:04 2019 
House: Slytherin | action: add | 5 points | Given by: Emphus | Reason: Myelin PB in Celeste (5 for first run) | Tue Dec 31 10:46:51 2019 
